ProdTaken, Age , CityTier, DurationOfPitch, NumberOfPersonVisiting, NumberOfFollowups, PreferredPropertyStar, NumberOfTrips, Passport, PitchSatisfactionScore, OwnCar, NumberOfChildrenVisiting, MonthlyIncome, TypeofContact_ Company Invited, TypeofContact_ Self Enquiry, Occupation_ Large Business, Occupation_ Salaried, Occupation_ Small Business, Gender_ Female, Gender_ Male, ProductPitched_ Deluxe, ProductPitched_ King, ProductPitched_ Standard, ProductPitched_ Super Deluxe, MaritalStatus_ Married, MaritalStatus_ Single, MaritalStatus_ Unmarried, Designation_ Executive, Designation_ Manager, Designation_ Senior Manager, Designation_ VP, IncomePerPerson   , ChildrenRatio
        0, 33.0,        1,             7.0,                      4,               4.0,                   4.0,           3.0,        0,                      3,      1,                      1.0,       24898.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 12449.0           , 0.3333333333333333
        0, 37.0,        1,            13.0,                      3,               2.0,                   3.0,           5.0,        0,                      1,      0,                      1.0,       21716.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 10858.0           , 0.2
        0, 32.0,        1,            15.0,                      4,               4.0,                   3.0,           3.0,        0,                      5,      1,                      3.0,       23102.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0,  5775.5           , 1.0
        0, 36.0,        3,             7.0,                      3,               5.0,                   5.0,           2.0,        0,                      1,      1,                      2.0,       22990.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0,  7663.333333333333, 1.0
        0, 46.0,        1,            13.0,                      3,               4.0,                   5.0,           6.0,        1,                      3,      1,                      2.0,       31923.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 10641.0           , 0.3333333333333333
        0, 38.0,        1,            14.0,                      2,               4.0,                   3.0,           6.0,        0,                      1,      0,                      1.0,       32342.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        1,                            0,                      0,                     1,                        0,                      0,                    0,                           1,               0, 16171.0           , 0.16666666666666666
        0, 47.0,        2,            12.0,                      4,               4.0,                   4.0,           2.0,        1,                      5,      1,                      3.0,       23699.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  5924.75          , 1.5
        0, 31.0,        1,             7.0,                      3,               5.0,                   3.0,           3.0,        1,                      1,      1,                      2.0,       23804.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  7934.666666666667, 0.6666666666666666
        0, 36.0,        1,             7.0,                      2,               5.0,                   3.0,           3.0,        0,                      4,      1,                      1.0,       21537.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            0,                      0,                     0,                        1,                      1,                    0,                           0,               0, 10768.5           , 0.3333333333333333
        0, 56.0,        3,             7.0,                      4,               4.0,                   3.0,           5.0,        0,                      1,      0,                      3.0,       28917.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0,  7229.25          , 0.6
        0, 39.0,        1,            13.0,                      4,               6.0,                   3.0,           2.0,        1,                      1,      0,                      3.0,       24007.0,                              1,                           0,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  6001.75          , 1.5
        0, 35.0,        1,             7.0,                      4,               4.0,                   4.0,           3.0,        0,                      5,      1,                      3.0,       23003.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  5750.75          , 1.0
        0, 57.0,        1,            14.0,                      3,               6.0,                   3.0,           6.0,        0,                      1,      0,                      1.0,       25938.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0, 12969.0           , 0.16666666666666666
        0, 24.0,        3,             9.0,                      4,               4.0,                   5.0,           5.0,        0,                      3,      1,                      3.0,       21000.0,                              0,                           1,                          1,                    0,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  5250.0           , 0.6
        0, 52.0,        1,            16.0,                      4,               4.0,                   3.0,           5.0,        0,                      3,      1,                      1.0,       20753.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 10376.5           , 0.2
        0, 31.0,        1,             9.0,                      5,               5.0,                   3.0,           3.0,        0,                      4,      1,                      2.0,       22830.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  7610.0           , 0.6666666666666666
        1, 47.0,        3,            16.0,                      4,               5.0,                   3.0,           3.0,        0,                      5,      1,                      3.0,       28297.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0,  7074.25          , 1.0
        0, 41.0,        1,             7.0,                      4,               5.0,                   4.0,           3.0,        0,                      1,      1,                      2.0,       32181.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            1,                      1,                     0,                        0,                      0,                    0,                           0,               0, 10727.0           , 0.6666666666666666
        0, 52.0,        3,            28.0,                      4,               4.0,                   3.0,           2.0,        1,                      5,      0,                      3.0,       24119.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0,  6029.75          , 1.5
        0, 31.0,        3,            11.0,                      4,               5.0,                   4.0,           3.0,        1,                      3,      1,                      1.0,       23887.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 11943.5           , 0.3333333333333333
        0, 47.0,        1,             7.0,                      3,               5.0,                   5.0,           4.0,        1,                      1,      1,                      2.0,       29351.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0,  9783.666666666666, 0.5
        0, 33.0,        3,            13.0,                      3,               4.0,                   3.0,           3.0,        0,                      5,      1,                      2.0,       23688.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0,  7896.0           , 0.6666666666666666
        0, 55.0,        1,             9.0,                      3,               4.0,                   3.0,           2.0,        0,                      4,      0,                      1.0,       32227.0,                              0,                           1,                          1,                    0,                          0,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 16113.5           , 0.5
        0, 25.0,        3,            10.0,                      3,               4.0,                   3.0,           2.0,        0,                      4,      0,                      1.0,       23677.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 11838.5           , 0.5
        0, 29.0,        3,            11.0,                      3,               4.0,                   3.0,           3.0,        0,                      1,      0,                      1.0,       22899.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 11449.5           , 0.3333333333333333
        0, 59.0,        3,            17.0,                      3,               4.0,                   3.0,           2.0,        0,                      3,      0,                      2.0,       32550.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            1,                      0,                     1,                        0,                      0,                    0,                           0,               0, 10850.0           , 1.0
        0, 45.0,        1,            30.0,                      4,               4.0,                   4.0,           6.0,        0,                      3,      0,                      2.0,       20720.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  6906.666666666667, 0.3333333333333333
        1, 38.0,        2,            13.0,                      4,               4.0,                   5.0,           6.0,        1,                      1,      0,                      3.0,       20751.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  5187.75          , 0.5
        0, 33.0,        1,             7.0,                      4,               4.0,                   5.0,           3.0,        0,                      1,      0,                      2.0,       21634.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      0,                     0,                        1,                      1,                    0,                           0,               0,  7211.333333333333, 0.6666666666666666
        1, 21.0,        1,            13.0,                      4,               5.0,                   3.0,           3.0,        1,                      1,      0,                      1.0,       21604.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      0,                     0,                        1,                      1,                    0,                           0,               0, 10802.0           , 0.3333333333333333
        0, 35.0,        1,            13.0,                      3,               4.0,                   3.0,           3.0,        0,                      3,      0,                      1.0,       23487.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0, 11743.5           , 0.3333333333333333
        0, 38.0,        1,             9.0,                      4,               5.0,                   3.0,           7.0,        0,                      1,      1,                      3.0,       23841.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  5960.25          , 0.42857142857142855
        0, 60.0,        2,             9.0,                      3,               5.0,                   3.0,           3.0,        0,                      1,      0,                      2.0,       37522.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    1,                        0,                            0,                      1,                     0,                        0,                      0,                    0,                           0,               1, 12507.333333333334, 0.6666666666666666
        0, 51.0,        1,             7.0,                      4,               4.0,                   4.0,           3.0,        1,                      1,      0,                      3.0,       36850.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    1,                        0,                            0,                      1,                     0,                        0,                      0,                    0,                           0,               1,  9212.5           , 1.0
        1, 26.0,        3,            12.0,                      3,               5.0,                   3.0,           3.0,        1,                      3,      0,                      2.0,       24422.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0,  8140.666666666667, 0.6666666666666666
        0, 26.0,        1,            14.0,                      4,               5.0,                   3.0,           3.0,        0,                      1,      0,                      3.0,       21567.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  5391.75          , 1.0
        0, 23.0,        1,            22.0,                      3,               4.0,                   3.0,           3.0,        0,                      1,      1,                      2.0,       21549.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        0,                            0,                      0,                     0,                        1,                      1,                    0,                           0,               0,  7183.0           , 0.6666666666666666
        0, 52.0,        1,             7.0,                      2,               5.0,                   5.0,           5.0,        0,                      1,      1,                      1.0,       26162.0,                              1,                           0,                          0,                    0,                          1,              0,            0,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0, 13081.0           , 0.2
        1, 35.0,        1,            14.0,                      4,               6.0,                   3.0,           3.0,        1,                      5,      1,                      1.0,       24752.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      0,                     0,                        1,                      0,                    1,                           0,               0, 12376.0           , 0.3333333333333333
        0, 55.0,        2,            33.0,                      2,               2.0,                   3.0,           3.0,        1,                      3,      1,                      1.0,       36006.0,                              1,                           0,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            1,                      0,                     1,                        0,                      0,                    0,                           0,               0, 18003.0           , 0.3333333333333333
        0, 25.0,        1,            25.0,                      3,               4.0,                   3.0,           2.0,        0,                      4,      0,                      1.0,       21452.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 10726.0           , 0.5
        0, 35.0,        1,            13.0,                      3,               5.0,                   4.0,           8.0,        0,                      3,      1,                      1.0,       23183.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 11591.5           , 0.125
        0, 38.0,        3,            10.0,                      3,               4.0,                   3.0,           4.0,        0,                      3,      0,                      2.0,       26106.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0,  8702.0           , 0.5
        0, 35.0,        1,            12.0,                      3,               5.0,                   5.0,           4.0,        0,                      1,      1,                      2.0,       30309.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        1,                            0,                      0,                     1,                        0,                      0,                    0,                           1,               0, 10103.0           , 0.5
        0, 37.0,        3,            18.0,                      4,               4.0,                   3.0,           2.0,        0,                      5,      0,                      3.0,       28416.0,                              1,                           0,                          1,                    0,                          0,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0,  7104.0           , 1.5
        0, 37.0,        1,            10.0,                      3,               4.0,                   3.0,           7.0,        0,                      1,      0,                      2.0,       21513.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  7171.0           , 0.2857142857142857
        0, 44.0,        3,            33.0,                      4,               4.0,                   3.0,           3.0,        1,                      1,      1,                      1.0,       35637.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            1,                      1,                     0,                        0,                      0,                    0,                           0,               0, 17818.5           , 0.3333333333333333
        0, 31.0,        1,            30.0,                      4,               6.0,                   3.0,           3.0,        0,                      3,      0,                      1.0,       21291.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 10645.5           , 0.3333333333333333
        0, 34.0,        3,            29.0,                      4,               4.0,                   4.0,           2.0,        0,                      1,      0,                      1.0,       24824.0,                              1,                           0,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 12412.0           , 0.5
        1, 57.0,        1,            21.0,                      4,               4.0,                   4.0,           2.0,        1,                      5,      1,                      1.0,       23641.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 11820.5           , 0.5
        0, 52.0,        1,            13.0,                      3,               4.0,                   3.0,           2.0,        0,                      5,      1,                      2.0,       38215.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    1,                        0,                            0,                      0,                     1,                        0,                      0,                    0,                           0,               1, 12738.333333333334, 1.0
        1, 32.0,        3,            13.0,                      4,               6.0,                   3.0,           6.0,        1,                      3,      0,                      3.0,       24850.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  6212.5           , 0.5
        0, 27.0,        1,            13.0,                      3,               5.0,                   4.0,           3.0,        0,                      3,      1,                      2.0,       21046.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  7015.333333333333, 0.6666666666666666
        1, 59.0,        1,            30.0,                      4,               4.0,                   3.0,           3.0,        0,                      3,      1,                      1.0,       28990.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0, 14495.0           , 0.3333333333333333
        1, 20.0,        3,            29.0,                      3,               4.0,                   3.0,           3.0,        1,                      1,      1,                      1.0,       20353.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      0,                    0,                        0,                            0,                      0,                     1,                        0,                      1,                    0,                           0,               0, 10176.5           , 0.3333333333333333
        0, 23.0,        1,             9.0,                      4,               4.0,                   3.0,           2.0,        0,                      5,      1,                      1.0,       21201.0,                              0,                           1,                          1,                    0,                          0,              0,            1,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0, 10600.5           , 0.5
        0, 50.0,        1,            27.0,                      4,               4.0,                   5.0,           3.0,        0,                      1,      1,                      1.0,       25245.0,                              0,                           1,                          0,                    0,                          1,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0, 12622.5           , 0.3333333333333333
        0, 44.0,        1,            35.0,                      4,               2.0,                   3.0,           6.0,        0,                      3,      0,                      3.0,       23417.0,                              1,                           0,                          0,                    0,                          1,              1,            0,                      0,                    0,                        0,                            0,                      0,                     0,                        1,                      1,                    0,                           0,               0,  5854.25          , 0.5
        0, 51.0,        3,            19.0,                      4,               4.0,                   3.0,           6.0,        0,                      5,      1,                      3.0,       27886.0,                              1,                           0,                          0,                    0,                          1,              0,            0,                      0,                    0,                        1,                            0,                      0,                     0,                        1,                      0,                    0,                           1,               0,  6971.5           , 0.5
        1, 32.0,        3,            27.0,                      4,               6.0,                   3.0,           5.0,        1,                      3,      0,                      3.0,       23237.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  5809.25          , 0.6
        0, 42.0,        3,            16.0,                      4,               4.0,                   3.0,           5.0,        1,                      1,      0,                      2.0,       26867.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      1,                     0,                        0,                      0,                    0,                           1,               0,  8955.666666666666, 0.4
        0, 27.0,        2,            32.0,                      4,               4.0,                   3.0,           3.0,        0,                      4,      1,                      2.0,       21620.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      0,                    0,                        0,                            0,                      1,                     0,                        0,                      1,                    0,                           0,               0,  7206.666666666667, 0.6666666666666666
        0, 37.0,        1,            13.0,                      3,               4.0,                   4.0,           8.0,        0,                      4,      0,                      2.0,       23619.0,                              0,                           1,                          0,                    0,                          1,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  7873.0           , 0.25
        1, 52.0,        1,            15.0,                      3,               6.0,                   3.0,           4.0,        0,                      1,      1,                      1.0,       29328.0,                              1,                           0,                          0,                    1,                          0,              0,            1,                      0,                    0,                        1,                            0,                      0,                     1,                        0,                      0,                    0,                           1,               0, 14664.0           , 0.25
        0, 40.0,        3,            11.0,                      3,               5.0,                   3.0,           6.0,        0,                      5,      1,                      2.0,       24580.0,                              0,                           1,                          0,                    1,                          0,              1,            0,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  8193.333333333334, 0.3333333333333333
        0, 26.0,        3,            35.0,                      3,               5.0,                   3.0,           4.0,        0,                      4,      1,                      2.0,       27317.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  9105.666666666666, 0.5
        0, 31.0,        2,            16.0,                      3,               4.0,                   3.0,           2.0,        1,                      3,      1,                      2.0,       25025.0,                              0,                           1,                          0,                    1,                          0,              0,            1,                      1,                    0,                        0,                            0,                      1,                     0,                        0,                      0,                    1,                           0,               0,  8341.666666666666, 1.0
